date,precipitation,temp_max,temp_min,wind,weather,tmax_tomorrow
29-12-2013,0,7.2,1.7,1.1,sun,8.9
30-12-2013,0.3,8.9,4.4,2.6,rain,8.3
31-12-2013,0.5,8.3,5,1.7,rain,7.2
01-01-2014,0,7.2,3.3,1.2,sun,10.6
02-01-2014,4.1,10.6,6.1,3.2,rain,8.9
03-01-2014,1.5,8.9,2.8,2.6,rain,7.8
04-01-2014,0,7.8,0.6,2.7,fog,8.3
05-01-2014,0,8.3,-0.5,3.7,sun,7.8
06-01-2014,0.3,7.8,-0.5,2.6,rain,8.3
07-01-2014,12.2,8.3,5,1.6,rain,10
08-01-2014,9.7,10,7.2,4.6,rain,9.4
09-01-2014,5.8,9.4,5.6,6.3,rain,12.8
10-01-2014,4.3,12.8,8.3,7,rain,14.4
11-01-2014,21.3,14.4,7.2,8.8,rain,11.1
12-01-2014,1.5,11.1,5.6,8.1,rain,10.6
13-01-2014,0,10.6,10,7.1,sun,11.1
14-01-2014,0,11.1,7.2,1.3,sun,11.1
15-01-2014,0,11.1,5.6,2.5,sun,6.7
16-01-2014,0,6.7,4.4,2.7,sun,5.6
17-01-2014,0,5.6,2.8,2.3,sun,9.4
18-01-2014,0,9.4,0.6,2.2,sun,6.1
19-01-2014,0,6.1,3.3,2.5,sun,10
20-01-2014,0,10,2.8,2.2,sun,10
21-01-2014,0,10,1.7,1.5,sun,9.4
22-01-2014,0.5,9.4,5.6,2.6,rain,10
23-01-2014,0,10,2.8,5.2,fog,12.8
24-01-2014,0,12.8,1.1,1.9,sun,12.2
25-01-2014,0,12.2,1.1,0.8,sun,8.3
26-01-2014,0,8.3,0.6,1.3,sun,9.4
27-01-2014,0,9.4,1.7,1.3,sun,11.1
28-01-2014,8.9,11.1,6.1,1.6,rain,11.1
29-01-2014,21.6,11.1,7.2,3.4,rain,8.3
30-01-2014,0,8.3,6.1,6.4,sun,7.8
31-01-2014,2.3,7.8,5.6,2.6,rain,7.8
01-02-2014,2,7.8,2.8,0.8,rain,8.9
02-02-2014,0,8.9,1.1,2.5,sun,5
03-02-2014,0,5,0,4.3,sun,2.8
04-02-2014,0,2.8,-2.1,4.7,sun,-0.5
05-02-2014,0,-0.5,-5.5,6.6,sun,-1.6
06-02-2014,0,-1.6,-6,4.5,sun,3.3
07-02-2014,0,3.3,-4.9,4.2,sun,5.6
08-02-2014,5.1,5.6,-0.5,4.6,snow,3.9
09-02-2014,0.5,3.9,0,2.4,rain,10
10-02-2014,18.3,10,2.2,4.7,rain,12.2
11-02-2014,17,12.2,5.6,3.8,rain,12.2
12-02-2014,4.6,12.2,7.2,6.4,rain,12.8
13-02-2014,1.8,12.8,7.8,6.3,rain,11.7
14-02-2014,9.4,11.7,6.1,6.4,rain,11.1
15-02-2014,11.7,11.1,5,5.1,rain,9.4
16-02-2014,26.4,9.4,3.9,7.9,rain,8.3
17-02-2014,14.5,8.3,4.4,5.5,rain,8.9
18-02-2014,15.2,8.9,5,6.2,rain,8.3
19-02-2014,1,8.3,3.9,6,rain,10
20-02-2014,3,10,5.6,6.9,rain,6.7
21-02-2014,2.8,6.7,3.9,2.9,rain,5.6
22-02-2014,2.5,5.6,2.8,3.1,rain,7.2
23-02-2014,6.1,7.2,3.9,2.6,rain,6.7
24-02-2014,13,6.7,3.3,3.2,rain,12.2
25-02-2014,0.3,12.2,3.9,4.5,rain,13.9
26-02-2014,0,13.9,5.6,2.5,sun,12.8
27-02-2014,0,12.8,4.4,2.3,sun,14.4
28-02-2014,0,14.4,4.4,5.9,sun,7.2
01-03-2014,0.5,7.2,4.4,4.7,rain,11.1
02-03-2014,19.1,11.1,2.8,5.7,rain,14.4
03-03-2014,10.7,14.4,8.9,5.1,rain,13.9
04-03-2014,16.5,13.9,7.8,3.9,rain,15.6
05-03-2014,46.7,15.6,10.6,3.9,rain,13.3
06-03-2014,3,13.3,10,6.2,rain,15.6
07-03-2014,0,15.6,8.9,4.2,sun,12.8
08-03-2014,32.3,12.8,6.7,2.7,rain,15
09-03-2014,4.3,15,9.4,4.3,rain,12.2
10-03-2014,18.8,12.2,6.1,2.2,rain,14.4
11-03-2014,0,14.4,4.4,2.3,fog,16.1
12-03-2014,0,16.1,3.3,1.9,fog,13.9
13-03-2014,0.5,13.9,5,2.5,rain,14.4
14-03-2014,6.9,14.4,8.3,6.1,rain,16.7
15-03-2014,8.1,16.7,4.4,3,rain,10.6
16-03-2014,27.7,10.6,4.4,3.8,rain,10
17-03-2014,0.3,10,2.8,3.2,rain,10
18-03-2014,0,10,3.3,1.6,sun,11.1
19-03-2014,0.5,11.1,3.3,5.1,rain,11.1
20-03-2014,0,11.1,1.7,3,sun,10.6
21-03-2014,0,10.6,2.8,3.8,sun,11.1
22-03-2014,0,11.1,1.1,1.8,sun,12.8
23-03-2014,0,12.8,4.4,3.3,sun,18.9
24-03-2014,0,18.9,2.8,2.2,sun,13.9
25-03-2014,4.1,13.9,6.7,4.4,rain,11.1
26-03-2014,3.6,11.1,5.6,2.4,rain,12.2
27-03-2014,0.3,12.2,6.7,2.8,rain,11.7
28-03-2014,22.1,11.7,7.2,3.9,rain,11.7
29-03-2014,14,11.7,7.2,5.1,rain,11.1
30-03-2014,0,11.1,5,5.1,sun,15.6
31-03-2014,0,15.6,2.2,3.8,sun,14.4
01-04-2014,0,14.4,6.7,2.8,sun,14.4
02-04-2014,0,14.4,5.6,4.2,sun,13.3
03-04-2014,2.5,13.3,6.1,3.9,rain,12.8
04-04-2014,0,12.8,6.1,4.7,sun,11.7
05-04-2014,4.6,11.7,7.8,4.3,rain,13.9
06-04-2014,0,13.9,8.3,2.6,sun,21.1
07-04-2014,0,21.1,9.4,2.5,sun,15.6
08-04-2014,4.6,15.6,8.3,4.2,rain,14.4
09-04-2014,0,14.4,6.7,2.9,sun,15
10-04-2014,0,15,6.7,3.6,sun,17.2
11-04-2014,0,17.2,5,2.8,sun,16.1
12-04-2014,0,16.1,7.8,4.4,sun,20.6
13-04-2014,0,20.6,5.6,3.1,sun,20
14-04-2014,0,20,5.6,2.6,sun,14.4
15-04-2014,0.5,14.4,7.8,4,rain,11.1
16-04-2014,10.9,11.1,8.9,4.6,rain,11.7
17-04-2014,18.5,11.7,7.2,4.7,rain,14.4
18-04-2014,0,14.4,5.6,3.8,sun,11.7
19-04-2014,13.7,11.7,5.6,4.7,rain,15.6
20-04-2014,0,15.6,5.6,2.7,sun,17.2
21-04-2014,5.1,17.2,7.8,2.5,rain,12.2
22-04-2014,14.2,12.2,5,4.2,rain,11.7
23-04-2014,8.9,11.7,6.1,5,rain,13.9
24-04-2014,12.4,13.9,6.1,5.3,rain,14.4
25-04-2014,0,14.4,5.6,2.3,sun,15
26-04-2014,3.3,15,5.6,3.9,rain,11.1
27-04-2014,6.9,11.1,6.1,5.8,rain,16.1
28-04-2014,0,16.1,4.4,2.6,sun,25
29-04-2014,0,25,9.4,2.3,sun,27.8
30-04-2014,0,27.8,9.4,3.9,sun,29.4
01-05-2014,0,29.4,11.1,3,sun,18.3
02-05-2014,0,18.3,10.6,4.7,sun,15
03-05-2014,33.3,15,8.9,3.4,rain,14.4
04-05-2014,16,14.4,8.9,4.2,rain,15.6
05-05-2014,5.1,15.6,9.4,3.8,rain,16.7
06-05-2014,0,16.7,8.3,2.6,sun,18.3
07-05-2014,0,18.3,7.2,1.7,sun,13.9
08-05-2014,13.7,13.9,9.4,3.4,rain,13.3
09-05-2014,2,13.3,7.2,5.6,rain,15.6
10-05-2014,0.5,15.6,7.2,2.1,rain,18.9
11-05-2014,0,18.9,8.3,1.7,sun,24.4
12-05-2014,0,24.4,9.4,2.7,sun,26.7
13-05-2014,0,26.7,12.8,3.8,sun,27.8
14-05-2014,0,27.8,13.3,3.3,sun,26.7
15-05-2014,0,26.7,12.8,3,sun,20
16-05-2014,0,20,11.7,4.1,sun,20
17-05-2014,0,20,11.7,3.2,sun,20
18-05-2014,0,20,10.6,3.2,sun,21.1
19-05-2014,0,21.1,10,2.2,sun,22.2
20-05-2014,0,22.2,10,2.7,sun,20
21-05-2014,0,20,10.6,1.7,sun,24.4
22-05-2014,0,24.4,11.7,2.5,sun,20
23-05-2014,3.8,20,12.8,4,rain,18.3
24-05-2014,0,18.3,11.1,2.4,sun,15
25-05-2014,5.6,15,10.6,1.4,rain,18.3
26-05-2014,0,18.3,11.1,4.5,sun,20
27-05-2014,0,20,10,2.5,sun,18.9
28-05-2014,0,18.9,10,3.4,sun,18.9
29-05-2014,0,18.9,11.1,4.3,sun,20.6
30-05-2014,0,20.6,8.9,4.5,sun,23.3
31-05-2014,0,23.3,10,2.2,sun,22.2
01-06-2014,0,22.2,10.6,2.3,sun,23.3
02-06-2014,0,23.3,11.1,2.4,sun,18.3
03-06-2014,0,18.3,11.1,3.2,sun,19.4
04-06-2014,0,19.4,10,2.6,sun,22.2
05-06-2014,0,22.2,10,2.4,sun,25
06-06-2014,0,25,10.6,3.2,sun,24.4
07-06-2014,0,24.4,13.3,3.1,sun,23.3
08-06-2014,0,23.3,12.2,2.1,sun,21.1
09-06-2014,0,21.1,13.3,3.6,sun,20
10-06-2014,0,20,12.2,2.9,sun,23.9
11-06-2014,0,23.9,11.1,2.7,sun,21.7
12-06-2014,1.8,21.7,12.2,4,rain,15.6
13-06-2014,6.4,15.6,11.1,5,rain,17.8
14-06-2014,0,17.8,11.7,3.2,sun,18.3
15-06-2014,0.5,18.3,10,3.6,rain,17.8
16-06-2014,3.6,17.8,8.9,2.4,rain,17.8
17-06-2014,1.3,17.8,10,3,rain,18.9
18-06-2014,0,18.9,11.1,2.7,sun,25.6
19-06-2014,0.8,25.6,11.7,3.7,rain,20
20-06-2014,0.3,20,10,3.4,rain,22.2
21-06-2014,0,22.2,10.6,3.6,sun,25
22-06-2014,0,25,11.1,2.7,sun,25
23-06-2014,0,25,13.3,2.5,sun,24.4
24-06-2014,0,24.4,14.4,2.5,sun,26.1
25-06-2014,0,26.1,13.9,2.4,sun,21.1
26-06-2014,0,21.1,14.4,4.1,sun,21.1
27-06-2014,1.8,21.1,13.9,4.5,rain,20
28-06-2014,2.3,20,13.3,4.3,rain,20.6
29-06-2014,0,20.6,12.8,3.2,sun,25.6
30-06-2014,0,25.6,12.8,4.4,sun,34.4
01-07-2014,0,34.4,15.6,3.5,sun,27.2
02-07-2014,0,27.2,14.4,3.6,sun,21.7
03-07-2014,0,21.7,13.9,3.1,sun,23.9
04-07-2014,0,23.9,13.9,3.6,sun,24.4
05-07-2014,0,24.4,13.3,2.2,fog,28.9
06-07-2014,0,28.9,15,3,sun,27.2
07-07-2014,0,27.2,17.8,4.1,fog,30
08-07-2014,0,30,15.6,3.5,sun,26.7
09-07-2014,0,26.7,13.9,2.3,sun,28.9
10-07-2014,0,28.9,12.8,2.2,fog,31.1
11-07-2014,0,31.1,15,2.2,sun,32.2
12-07-2014,0,32.2,16.7,2.2,sun,29.4
13-07-2014,0,29.4,15,2.6,sun,27.8
14-07-2014,0,27.8,15,2.8,sun,31.1
15-07-2014,0,31.1,13.9,2.3,sun,31.1
16-07-2014,0,31.1,14.4,2.4,sun,26.7
17-07-2014,0,26.7,13.9,3.7,sun,23.9
18-07-2014,0,23.9,11.7,2.8,sun,25.6
19-07-2014,0,25.6,15,5.4,fog,19.4
20-07-2014,0,19.4,14.4,2.8,sun,23.9
21-07-2014,0,23.9,13.3,2.2,sun,21.1
22-07-2014,0.3,21.1,13.3,1.1,rain,18.9
23-07-2014,19.3,18.9,13.3,3.3,rain,20.6
24-07-2014,0,20.6,12.8,4.7,sun,22.8
25-07-2014,0,22.8,12.2,2.7,sun,26.1
26-07-2014,0,26.1,13.3,3.6,sun,28.3
27-07-2014,0,28.3,15,4.1,sun,30.6
28-07-2014,0,30.6,15,3.7,sun,30
29-07-2014,0,30,15.6,2.8,sun,29.4
30-07-2014,0,29.4,14.4,3.4,sun,30.6
31-07-2014,0,30.6,17.8,4.1,sun,28.9
01-08-2014,0,28.9,15,3.3,sun,29.4
02-08-2014,0.5,29.4,15.6,1.7,rain,31.7
03-08-2014,0,31.7,14.4,2.6,sun,32.8
04-08-2014,0,32.8,16.1,2.6,sun,25
05-08-2014,0,25,13.9,2.7,sun,26.1
06-08-2014,0,26.1,15,2.2,fog,25.6
07-08-2014,0,25.6,13.3,2.4,fog,25.6
08-08-2014,0,25.6,13.3,2.9,sun,27.2
09-08-2014,0,27.2,15.6,4.1,sun,30.6
10-08-2014,0,30.6,13.9,3.4,sun,35.6
11-08-2014,0.5,35.6,17.8,2.6,rain,27.2
12-08-2014,12.7,27.2,17.2,3.1,rain,23.3
13-08-2014,21.6,23.3,15,2.7,rain,21.1
14-08-2014,0,21.1,17.2,0.6,sun,24.4
15-08-2014,1,24.4,16.7,1.5,rain,25.6
16-08-2014,0,25.6,15.6,2.2,sun,27.8
17-08-2014,0,27.8,15,2.8,sun,29.4
18-08-2014,0,29.4,15.6,3.3,sun,27.2
19-08-2014,0,27.2,15.6,2.4,sun,21.7
20-08-2014,0,21.7,13.9,3.6,sun,21.1
21-08-2014,0,21.1,11.1,1.7,sun,23.9
22-08-2014,0,23.9,13.3,2.9,sun,27.8
23-08-2014,0,27.8,13.9,2,sun,25
24-08-2014,0,25,13.3,2.3,sun,28.9
25-08-2014,0,28.9,14.4,2,sun,31.1
26-08-2014,0,31.1,15.6,1.8,sun,28.9
27-08-2014,0,28.9,16.1,1.6,sun,23.3
28-08-2014,0,23.3,14.4,2.3,sun,22.8
29-08-2014,0,22.8,15,3.4,sun,17.8
30-08-2014,8.4,17.8,15,2.2,rain,21.1
31-08-2014,1.3,21.1,13.9,1.9,rain,23.3
01-09-2014,0,23.3,12.8,2.5,sun,20
02-09-2014,3,20,13.9,4.3,rain,20.6
03-09-2014,0,20.6,12.8,2.7,sun,23.9
04-09-2014,0,23.9,11.1,3.1,fog,27.8
05-09-2014,0,27.8,13.9,6.5,fog,32.2
06-09-2014,0,32.2,15,2.9,sun,28.3
07-09-2014,0,28.3,13.3,2.1,sun,21.1
08-09-2014,0,21.1,13.3,2.8,sun,21.7
09-09-2014,0,21.7,13.3,2.3,sun,22.2
10-09-2014,0,22.2,12.2,3.9,sun,24.4
11-09-2014,0,24.4,12.8,5.3,sun,24.4
12-09-2014,0,24.4,12.8,5.9,sun,28.3
13-09-2014,0,28.3,10,4.2,sun,30
14-09-2014,0,30,11.7,1.8,sun,30.6
15-09-2014,0,30.6,12.2,1.2,sun,22.2
16-09-2014,0,22.2,13.9,2.8,sun,22.8
17-09-2014,0.5,22.8,14.4,2.3,rain,19.4
18-09-2014,0.3,19.4,15,3.1,rain,23.9
19-09-2014,0,23.9,16.1,2.8,sun,24.4
20-09-2014,0,24.4,14.4,4.4,fog,26.1
21-09-2014,0,26.1,12.8,3,sun,22.2
22-09-2014,0.3,22.2,15,2.1,rain,18.9
23-09-2014,18.3,18.9,14.4,2.5,rain,18.9
24-09-2014,20.3,18.9,14.4,2.7,rain,21.7
25-09-2014,4.3,21.7,14.4,2.5,rain,20
26-09-2014,8.9,20,13.9,3.3,rain,20.6
27-09-2014,0,20.6,11.7,3.2,fog,18.9
28-09-2014,0,18.9,12.2,2,fog,16.7
29-09-2014,0.8,16.7,11.1,3.5,rain,19.4
30-09-2014,0,19.4,12.2,2.6,sun,18.3
01-10-2014,0,18.3,11.1,2.1,sun,19.4
02-10-2014,0,19.4,10,2,sun,22.2
03-10-2014,0,22.2,8.9,1,sun,21.7
04-10-2014,0,21.7,12.2,1.2,sun,23.9
05-10-2014,0,23.9,11.7,1.4,fog,25.6
06-10-2014,0,25.6,13.3,2.5,fog,18.9
07-10-2014,0,18.9,13.9,1,fog,20.6
08-10-2014,0,20.6,12.8,1.8,fog,17.2
09-10-2014,0,17.2,11.1,1,fog,18.3
10-10-2014,0.3,18.3,10,3.8,rain,18.3
11-10-2014,7.4,18.3,11.7,3.5,rain,17.8
12-10-2014,0,17.8,11.7,2.1,sun,21.1
13-10-2014,7.6,21.1,10,3.1,rain,16.7
14-10-2014,7.1,16.7,11.7,2.2,rain,16.1
15-10-2014,8.6,16.1,11.7,4.7,rain,20.6
16-10-2014,0,20.6,11.1,3.3,sun,16.7
17-10-2014,3.3,16.7,11.7,3,rain,19.4
18-10-2014,15,19.4,13.9,1.9,rain,22.2
19-10-2014,0,22.2,12.8,3.2,sun,16.1
20-10-2014,11.7,16.1,12.2,3.1,rain,16.1
21-10-2014,1,16.1,11.7,4.7,rain,15.6
22-10-2014,32,15.6,11.7,5,rain,14.4
23-10-2014,9.4,14.4,8.3,4.6,rain,14.4
24-10-2014,4.1,14.4,8.9,3.2,rain,16.7
25-10-2014,6.1,16.7,8.3,5.4,rain,12.8
26-10-2014,1.5,12.8,7.8,5,rain,15.6
27-10-2014,0.8,15.6,6.7,2.4,rain,15
28-10-2014,12.7,15,9.4,3.9,rain,16.7
29-10-2014,0.5,16.7,11.7,3.1,rain,15.6
30-10-2014,25.4,15.6,11.1,3.2,rain,12.8
31-10-2014,17,12.8,8.3,2,rain,11.1
01-11-2014,0,11.1,7.2,1.2,fog,13.3
02-11-2014,1.8,13.3,7.2,2.9,rain,13.9
03-11-2014,10.9,13.9,11.1,4.8,rain,14.4
04-11-2014,4.1,14.4,10.6,3.3,rain,15
05-11-2014,4.8,15,10.6,2.1,rain,16.7
06-11-2014,4.1,16.7,10.6,6.7,rain,14.4
07-11-2014,0,14.4,7.2,2.3,sun,12.8
08-11-2014,0,12.8,3.9,0.8,fog,13.3
09-11-2014,5.1,13.3,7.8,3,rain,11.1
10-11-2014,0,11.1,5.6,3.9,sun,7.8
11-11-2014,0,7.8,1.1,7.7,sun,6.7
12-11-2014,0,6.7,0,7.6,sun,7.2
13-11-2014,0,7.2,0.6,4.7,sun,7.2
14-11-2014,0,7.2,-2.1,4.5,sun,8.3
15-11-2014,0,8.3,-1.6,4.2,sun,9.4
16-11-2014,0,9.4,-2.1,4.2,sun,10.6
17-11-2014,0,10.6,-2.1,1.9,sun,7.2
18-11-2014,0,7.2,-0.5,0.9,sun,11.1
19-11-2014,0,11.1,2.2,1.9,sun,11.1
20-11-2014,3.6,11.1,5.6,2.1,rain,11.1
21-11-2014,15.2,11.1,8.3,4.7,rain,9.4
22-11-2014,0.5,9.4,6.7,4.7,rain,12.8
23-11-2014,11.9,12.8,5.6,5.1,rain,11.7
24-11-2014,1.3,11.7,4.4,3.8,rain,13.9
25-11-2014,18.3,13.9,9.4,4.5,rain,15
26-11-2014,0.3,15,12.2,3.9,rain,14.4
27-11-2014,3.3,14.4,11.7,6.6,rain,12.8
28-11-2014,34.3,12.8,3.3,5.8,rain,4.4
29-11-2014,3.6,4.4,-4.3,5.3,snow,2.8
30-11-2014,0,2.8,-4.9,4.4,sun,4.4
01-12-2014,0,4.4,-3.2,2.2,sun,5.6
02-12-2014,0,5.6,-3.2,5.7,fog,10
03-12-2014,0,10,0,3.6,sun,8.3
04-12-2014,0.8,8.3,3.9,1.1,rain,12.8
05-12-2014,3,12.8,6.7,3.1,rain,11.7
06-12-2014,7.4,11.7,7.8,3.6,rain,14.4
07-12-2014,0,14.4,6.1,2.8,sun,14.4
08-12-2014,9.1,14.4,8.9,4.2,rain,16.1
09-12-2014,9.9,16.1,10.6,5.1,rain,18.9
10-12-2014,13,18.9,10,6.7,rain,14.4
11-12-2014,6.9,14.4,8.3,6.4,rain,11.1
12-12-2014,0,11.1,7.2,3.7,sun,10
13-12-2014,0,10,3.9,1.1,fog,12.8
14-12-2014,0,12.8,1.7,3.5,fog,12.2
15-12-2014,0,12.2,6.7,5.9,sun,10
16-12-2014,0,10,8.3,4,sun,8.9
17-12-2014,2.8,8.9,6.1,1.6,rain,9.4
18-12-2014,13,9.4,6.7,3.1,rain,11.1
19-12-2014,3,11.1,7.2,4.3,rain,12.8
20-12-2014,19.6,12.8,6.7,5.5,rain,12.8
21-12-2014,0,12.8,10,5.2,sun,10.6
22-12-2014,0,10.6,6.1,1.5,sun,12.2
23-12-2014,20.6,12.2,5,3.8,rain,7.2
24-12-2014,5.3,7.2,3.9,1.8,rain,7.8
25-12-2014,0,7.8,2.8,2.2,fog,5.6
26-12-2014,0,5.6,1.7,1.2,fog,9.4
27-12-2014,3.3,9.4,4.4,4.9,rain,6.7
28-12-2014,4.1,6.7,2.8,1.8,rain,6.1
